,text,topic
2539,"I enjoyed reading this book. It was different, kept me guessing and I was curious how it would end. Not sure what all the lower ratings are about, but maybe just not their cup of tea. There were a few ""oh, come on"" moments in it, but I still had to see what happened as a result. I did figure out the ending before I got to it (by picking up on a little clue from the author) but I still thought it was well written. I would try another from this author.",book
2124,"While this was an entertaining read, but it was too much of a ""wanna-be"" to Gillian Flynn's Gone girl.  With the way the format was set up using different perspectives and a dated timeline, I was expecting a little bit better of a twist that was harder to see coming.  I also thought the characters were so cliche in their gender roles.  Very unrealistic portrayal of relationships between spouses which basically painted women in a very unfavorable light almost the entire book.",book
973,"Wow! This book was amazing! I couldn't put it down and wanted to read it any chance I could. It was suspenseful! The main character, Rachel witnesses a couple outside their home every day from a stop on a train and becomes a bit obsessed with their lives. She names them and imagines what they are like. She envies them since her own marriage failed. The funny thing is, her exhusband remarried and lives right near this couple.  But then the lady she often sees, Megan, goes missing! It's a mystery and an obsession for Rachel. She gets to be a part of their lives through lies and her obsessive snooping. She is an unreliable narrator since she also has a bit of a problem with getting flat-out blackout no memory drunk. Such a treat to read. You will be bummed out once you finish it : (",book
403,"I found the character of Rachel to be quite enjoyable, just because she's so difficult to like. In fact, all the characters in this book are difficult to like. They're all flawed. They all do awful things and are general a-holes. Still, you can't help but look at them and wonder if you see pieces of yourself in them. Have you ever cheated on someone? Been cheated on? Lied? Been a little too violent in an argument with a SO? Drunk-dialed/texted an ex, over and over, or just embarrassed yourself by being able to let go? Made a fool of yourself? Came to work hung over and useless? It's a good read, for sure. I'm sure reviewers like to use words like ""unflinching"" to describe it.I personally just enjoy books with characters that beat back the stereotypes. Rachel totally did that. She's overweight and totally makes a fool of herself repeatedly. You're disgusted by her weakness, and yet if you've ever been in a relationship, especially one that ended poorly, you can probably feel a glimmer of understanding.Hollywood will undoubtedly make this into an unrecognizable mess. But oh well, such is life.",book
3874,"Read it in 24 hours, couldn't put it down!  Can't wait for the movie to be released and see Emily Blunt as Rachel!",book
4347,"Keep me reading, great twist, hard to put down. At some spots, it was difficult to remember which I was character I was reading about. She paints good pictures for the reader. Will definitely check out her other works.",book
211,"I bought several books to get through the summer with. For some reason I kept putting this one at the end of the pile.  When I finally took it out,  I thought it was kind of confusing and depressing at that. All I can say is, hang on and keep reading through about the first 60 pages or so or until you just HAVE to know more about what drives these characters!  There is a lot of internal dialogue that goes on that I would think would be completely missed in the film format. You will get to know what makes these characters tick, which in itself is extremely interesting and entertaining. After you get through the first tough beginning and begin to know who's who in the zoo, prepare not to get any sleep until the story ends. This is where it takes off like a locomotive and twists and turns around every bend. Truly a thriller that makes you hold on and gasp for air! By all means, order directly from Amazon NOW!",book
1073,"I'm probably one of the few people who will submit a review like I am about to do. I really don't understand what all the ""hype"" was about this book and I certainly don't understand how this book made it to the top sellers of 2015!  I am an immersion reader and in this case (with this book) I am very glad I was. Half way through reading this book I was going to stop reading and just chalk it up to ""The first book ever that I have never finished."" However, thanks to the wonderful narrators at audible, I trudged through the rest of the book, hoping that it would get better, (and it did, the last 4 chapters! ) Excellent ending! It's  just ashame that the reader has to go through 80 percent of  the main character who's an alcoholic whining, lying, ""falling off the wagon,"" feeling sorry for herself, and waking up to blackouts where she's thrown up! So sorry, not my ""cup of tea as they say!"" The story just seemed to go on and on and I didn't think Megan's (Jess ) whoever, character was defined enough as the others were. I don't know maybe I'm just tired of the whole alcoholic, enabling, dysfunctional relationships, you can look around and find them on every corner, I don't need to read about them! That's just my opinion and I'm sticking to it......",book
2685,"It took me a while to get to this book. I was unaccountably put off by all the hype. But once the movie was released, I thought I should read it before seeing the film. I still haven't seen the movie, but this book is fantastic! I was completely engrossed from the first page to the last. Thank you, Paula Hawkins!",book
978,"This was definitely the best book I have read in a very long time!  From the very beginning, I was captivated by the characters and the suspense.  Paula Hawkins does a wonderful job of developing fascinating characters, and the plot is absolutely amazing, creative and suspenseful.  I had no idea ""who did it"" until very close to the end.  The writing is excellent, and I do hope she will continue to write books, and I will certainly follow her.  I read this book in only a couple days, because I simply could not put it down.  I could've read it even faster if I didn't have a few other things to do from time to time (like cook, clean, etc.)  I'm definitely looking forward to this author's next book.",book
1203,"I had a hard time putting this book down.Hawkins did a good job of interweaving the perspectives of the three prominent female characters in their words.She takes the reader down several paths, with interesting twists and dead ends before she finally reveals the villain.The alcoholism of The Girl on the Train is depicted in ways that realistically affect her life and create confusion for both her and the reader.Now, I can't wait to see what the movie does to this!",book
2741,"The Girl on the Train was not a terrible read, but it wasn't exactly great. The narrative is quick and absorbing, but the characters are almost annoying, with the same annoying sort of repetitive behaviour. I can see why it was a Best Seller, it works well as a quick read and a good distraction from everyday life and train rides.",book
4075,This was a page turning story but I gave it four stars because there were a few places that confused me and I had to go back and reread to get it straight in my thoughts. I can't wait to see the movie!!,book
2130,"What a bunch of weird, horrible characters that made for a thoroughly entertaining read.This book was recommended to me by someone who said that the three female characters were so stupid that you would want to reach through your kindle and shake them, to which I thought ""well it must be well written if you care that much."" And so it was!A well written, strange story about unlikable people. Yet it was crafted so well that I couldn't put it down and was glad I didn't... though I had predicted the ending correctly.",book
1573,"This novel has spent years as a hardcover and e-book bestseller before being issued in paperback where it is predictably on still another bestseller list.  A movie is also in the works so I doubt what I have to say is going to make an impression.  I won't go into plot details because plot twists are the book's main attraction.  Numerous previous reviews have mentioned that the plot relies on unreliable narration.  However, this narrative technique isn't new and didn't originate will Gillian Flynn whose three novels I much preferred to this one.  Authors such as Wilkie Collins and Agatha Christie have also used it to better effect, and no, I won't mention which novels to avoid spoiling them for you.  Be aware that this novel starts very slowly relying on two quotations before the first chapter to entice the reader to go further.  Maybe it's best to wait for the movie or better yet watch Hitchcock's Rear Window which is far superior to the novella which inspired it  and which has as an added attraction the pre-Perry Mason Raymond Burr.",book
3994,"I regret buying this book, the plot seemed to be interesting and the positive reviews made me think it was worth reading, well, that was not the case. The  way the story is written is really boring, very repetitive, I didn't care for any of the characters. The main character was a drunk looser I struggled to like her but the writer made it impossible, she just kept making the same mistakes over and over again. I kept reading hoping that at some point the story would have a twist, that it would get more interesting... that never happened, at some point you just guess the ending.",book
3443,She alternates the characters and dates among the chapters so you have to keep track of who you're reading about and when it took place. The story is not told sequentially. The movie would have been very confusing if I had not read the book.,book
987,Hated it. I couldn't read more than a few chapters. Boring,book
4819,"A great read. Moves along fast and was done and dusted in two days. The main character is a little annoying in that the author has her tackling dangerous situations on her own and she often is interfering and quite frankly, simple-minded in her relationships.  Despite this, the irritation did not stop any enjoyment of the story and there was another stronger female character there to redeem the first.",book
3127,"I could NOT stop consuming this book because it utterly consumed me every step of the way!!I kept thinking that I just KNEW ""who done it""...but that kept changing and then folding back over into itself again and again!!A MUST READ!!",book
4192,"Really need to stick with this from the outset ... easy to lose track if you set the book down for a while.  Not sure why it is ""top rated"" ... a lot of other better reads.",book
3139,"A quick read and suspenseful, a perfect light vacation read where you stop and go with your reading! The plot was complex, but not overly so that you couldn't come back to it after setting your book down for a while. I think the overall twist was one that wasn't predictable, and kept you gripped till the end.",book
845,"With all the hype 'The Girl on the Train' had been getting, I wasn't quite sure if it would be something I'd enjoy. Generally I tend to steer away from huge blockbuster books as they are a little more ""safe"" than what I usually enjoy reading. Lucky for me, I decided to see what all the fuss was about, and was sucked into this book from the very beginning. One of the best ""page-turner"" thrillers I've read in quite some time, 'The Girl on the Train' is a fantastic psychological work. Not only a thrilling read, but also a smart one that makes you question how much you might really know about someone - even after you think you know it all.",book
669,"This would probably be considered a psychological thriller, and that it was indeed.  I never guessed what was coming until almost the end of this novel.  The characters were well-developed with great description and  excellent expression of their thoughts and feelings.  The story is told primarily from one person's point of view, but several characters, especially the other two main female characters, also weigh in and add to understanding the story. It is set in London, and the regular commuter train running through the story ties all the characters and settings together.  There is a strong message that you can never fully know what another person's life is like despite how things may seem. It is a creative and absorbing story that was impossible to put down once I got into it.  Highly recommend!",book
3614,"I wasted my time reading this book, even though it was a quick read.Perfect example of falling into the hype of ""critical acclaim"".  'Had' to read it ... But was very disappointed.I learned nothing and reading it made me very sad.",book
3047,"A girlfriend of mine recommended this book for my most recent beach vacation so I went ahead and bought it on amazon, which is at a great price! Anyways, I couldn't put it down when I had the time on the cruise ship and couldn't figure out what was going to happen the entire time. I'm so glad I continued to read, not that I was ever able to put it down, but so many books I just don't finish because I become bored. Paula Hawkins wrote this book so nicely, allowing for the reader to be in the shoes of all of the characters in different times becoming so engrossed in the story. Great read, and if you figure out what's going to happen at the end you might want to go into CSI work!!",book
3428,"I love thrillers. I love smart thrillers, with compelling characters that show psychological depth. I love a story line with twists and turns that create surprises along the way and an ending I can't predict. The Girl on the Train provides all that and more! I couldn't put it down. Paula Hawkins is my new favorite writer and I just have one question for her: when is the next book? ! ? Really, don't keep us waiting too long.",book
4833,"This was a recommendation to my book club as a great mystery. I found it slow, dull and boring, and thought I was the only one, until our book club get together. None of us could understand why it's such a best seller. I had a hard time slogging through to the finish and felt somewhat vindicated that others felt the same way.",book
3573,"In true mystery/suspense form, the tale unfolds bit by bit, giving you just enough to guess at who the murderer is. None of the characters are simple and flat; that's the bit that really makes for compelling reading. If you've dealt with drug addicts or alcoholics, then Rachel's bizarre choices make sense. Plus, she's relatable because who hasn't done people-watching and made up their stories? The fixation/obsession part eventually makes more and more sense. Not one character is 100% evil or courageous or even lost, just like real people. This is a very good novel that reads ""real.""",book
4367,"An enjoyable book to read throughout. The chapters are short, making it easy to pick up and put down as often as you want, but the further on you go the more you want to know what happens next. A definite page turner.",book
517,"Now I see why The Girl On The Train is this year's Gone Girl.  Rachel rides the train daily to London, watching one particular couple as she passes their house.  She playfully names them Jess and Jason and creates their own perfect fantasy marriage.  But one day, the lady of the house is nowhere to be seen.  Rachel suspects foul play.  She confronts the police and nearby neighbors.  There's one huge catch: Rachel has a drinking problem.  She's an unreliable witness, and has an ugly past with the neighborhood.  If she keeps prying, Rachel could become the next headline.  Written from the perspective of Rachel, Anna and Megan, Hawkins displays her Train ladies as journal entries, taken in morning and evening segments.  Will anyone ever believe Rachel, especially the fateful night she can't quite remember?  Is Anna really the sweet, caring, overprotective mom?  And what about Megan, the missing artist with the twisted past?  Hitchcock in its styling, with enough red herrings to open an aquarium, and a tarnished heroine the reader can root for, The Girl On The Train is well worth the ticket. I can't wait for the movie!",book
3331,"This novel satisfied my need for something just a little different than the norm. The heroine was  not some little perfect beauty with vanity/dating issues, who somehow has expert detective skills which helps the attractive bachelor detective in the solving of a murder case. The perfect couple then somehow falls in love as they dodge bullets and plan the perfect garden wedding only weeks after landing their perps and dissolving a crime ring. No, this was totally different, and I loved it. It was steady paced and a  screen swiper( instead of a page turner).",book
4532,"The story is told thru the thoughts of three women who have a common denominator of living on one street in a suburb of London. A commuter train runs in the back of the homes on the street. One woman watches the back yards of the houses as she rides the train and dreams stories of the residents that live in the homes.  Two remaining women who live in these houses next to the train tracks live their own lives within their own fantasies.The story is one of the most compelling I have read since "" Big Little Lies"" which is told in a similar fashion.",book
4414,"Although I enjoyed reading ""The Girl on the Train"" I did figure out the ending, but maybe I was supposed to. At least the suspense did not drag on and on. Interesting development of storyline through the perspective of the three women. I am grateful a friend told me to pay attention to which woman I was reading and the dates. Advise kept me from getting confused between them. All in all it was enjoyable, but did not live up to the hype.",book
4082,"On the positive side, I was able to read through clear to the end despite the story not being nearly as compelling as I expected.  None of the characters were particularly likeable and it's hard to get deeply involved in a story if it doesn't have at least one person you can really care about. The book had some good moments but overall it just seemed like a lot of effort for very little payoff.",book
3363,This psychological thriller is a page turner! The author does a great job developing all the characters with depth. Pay attention to the dates. All the characters are flawed and multifaceted which  makes any of them a suspect in this murder mystery!  Can't wait to see the movie!,book
4029,This book kept my attention from start to finish. The writing was so vivid that I felt my pulse quickening as I read. I would recommend this book to anyone who enjoys suspense and psychological thrillers.,book
2359,I enjoyed this book very much. The story has a slow buildup but the suspense was just enough to not be boring. Kept me guessing about what was going on. I also liked the story being told from the perspectives of the three main female characters. That gave the story a little more dimension. I'd recommend this one for a good weekend read.,book
1211,"I've had this book and in my library for a few months now. It was recommended but I just wasn't feeling it. A friend was starting to read it, so I thought I'd join her and we could talk about it. Well I started on a Monday and finished on Wednesday! It's one of those books that you have to pay attention to the details, the dates, the names, etc...  It was an easy read, kept me on my toes and suspense filled. Excited to see what they do with the movie.",book
2658,"I really enjoyed this book.  The suspense kept me reading and on a long car ride, I couldn't put it down.  I kept trying to figure out the mystery, but didn't guess the ending. I have heard the movie portays the story well also so I am looking forward to watching it as well. It's in a similar vein to ""Gone Girl.""",book
3056,I'm glued!! I loved Gone Girl and even though the price for a kindle purchase seemed high I really wanted to read it. I only read about 2-3 books a year and I am loving this. The only thing I'm having a hard time with is the jumping around of dates. It goes through 2 girls stories and parts of certain days. Its not easy to flip around on a kindle and compare days.,book
3349,"I usually don't read a book in two days, but I found this book easy to read, and compelling. I particularly enjoyed the author's writing style of short chapters written in the first person. Getting into Rachel's head (the main character with lots of issues) made it a great read.",book
1855,"This basically seems to be about two young women, one of whom views where she used to live from the windows of a train which stops at a signal every day when she is aboard.  The other lives there  In the end one gets murdered by a friend and the other stabs the murderer with a corkscrew.Have to admit I skipped a lot of the book.  Not really my kind of book.",book
4175,"I'm not really a fan of the alternating persons style of narration, but overall, I really did like the book. For me it was hard to get in to at the beginning just because of alternating narration and time. Once I caught the flow I couldn't put it down.",book
2920,"A chaotic who-dun-it that still manages to be predictable. Kudos to the narrative writing style Of Paula Hawkins, which is pacey, blurry aND captivating at times. The book is a litle contrived by using unreliable point of narration in a rather obvious way. It is nevertheless worth the read",book
702,"Thin, repetitive storyline. We've heard this plot before -- but never as poorly executed. The characters, dialogue and premise is a huge cliche. It's sort of like a British Desperate Housewives of classless losers on Blenheim Road -- except the TV show, Desperate Housewives, was inventive, clever and entertaining in its tongue-in-cheek comedy/drama/mystery. Here, everyone on Blenheim Road has a secret ugly scheme.The characters are one dimensional, boring and any reveals are trite and telegraphed long before you read them. Despite the fact that Rachel and Anna constantly and intensely clash throughout the entire book, here's a revelation that Rachel has in the last quarter of the book: ""Something's not right and I can't shake the feeling that it has to with Anna.""  Really? Ya think?? How did this book get so many thousands of 4 & 5-star reviews?? Something's not right -- for sure.",book
4825,I love the story-telling style of the book.  The shifting point of point was excellent.  But the characters were not people you could feel invested in.  ...and I correctly guessed the murderer even before halfway through.,book
3792,"This book was fast paced and well written. Told from the point of view of three different women, it was engaging and hard to put down. I would recommend it to those who enjoy psychological thrillers in the style of a Hitchcock story.",book
443,A page turner for sure! Great!,book
4186,"I don't understand what the hype is about this book. Prior to reading this book, I had read several reviews that it is comparable to Gone Girl, an excellent book, so I was really excited to read it. It is in no way similar to Gone Girl. The characters are completely pathetic, the pace is extremely slow and the outcome was predictable. Two other ladies read this book with me and all three of us have the same consensus that this book was a waste of time and totally boring.",book
1794,"This Girl on the Train was a bit confusing at first because the story is being told through the eyes of three different characters: Rachel, Megan and Anna so the story seemed disorganized at first. The author, however, has a nice way of bringing the story together making the views of each character correlate with one-another. The plot was also really good and the ending intriguing right up until the very end! All in all, I definitely recommend this book!",book
62,"The Girl on the Train is like no other book I have ever read before. Typically I read historical fiction and contemporary romance so this book isn't usually what I would buy but I had heard it was impossible to put down. I was surprised by how much I enjoyed the novel even though it was creepy and I felt that nothing quite added up. Something always felt a bit off. The novel had me at the edge of my seat and I finished the second half of the book in one day. I really had a hard time putting it down because the author has a way with storytelling where she ends the chapter with a cliffhanger and I just had to know what happened next. The book switches back and forth between the female narrators and the dates when certain events took place so it was sometimes a bit difficult to follow in the beginning and keep track of where everyone was on the same date but after awhile the dates got closer together and everything came together. The ending was a big surprise to me and I never would've guessed it. Like I said, I don't typically read psychological thrillers but I am glad I took a chance on this one. I highly recommend this novel to everyone, regardless of your preference in literary genres.",book
3296,Marilyn T EdwardsAmazon recommended this book.What a thriller! I was doubly pleased that I couldn't second guess the author.I will recommend it to all my friends and familyI don't belong to a book club but they do.,book
4265,This book was hard to put down once I got fully into it. I like how the author kept me on the edge as if I was watching a movie. I dint like the ending too much but it was consistent with the story. I'm looking forward to seeing the movie!,book
1857,"I can't decide so gave it three stars.  I agree wholeheartedly with the ""I hate it one star"" people for all their same reasons.  I've noticed the Gillian Flynn approach to writing becoming more and more frequent and popular.  I call it the ""dare to write a book about despicable characters"" genre.  This book is no different...not one likable, believable character in the entire book...only dipsomaniacs, egomaniacs, sociopaths, narcissists and everything in between.  After 50 pages, I was amazed I went on to finish the book.  With Prime, it's free, so decide for yourself.",book
3730,Both the book and the movie held my interest which is saying something with modern literature.,book
2518,Not a happy go lucky king of book! A little far fetched but it is fiction! It reads pretty good and I read it quickly. It did keep my attention but I am not really into the gloom and doom stories! As far as the writing style..........I thought she did a good job with holding the reader's interest and making it just enough complicated to make you think about the characters and what will happen next. All in all.........not a bad book but not a great book either!!,book
2839,"This was a good novel, although I didn't get to finish the book before I saw the movie, I still say the book is always better, it just puts a face and a voice to the characters. It didn't grab my attention  (the book) like I expected it to. Over all its a food book, not a page Turner though.",book
4681,Narrative is wonderful--Gone Girl style!  Something about crazy people doing sinister deeds that makes a great story. They are all crazy...the genius in the story telling is figuring out who sets the standard:),book
2398,"Girl on the Train is rated as a No1 best seller currently, in our local book stores. I certainly enjoyed the read especially as I was looking for an easy albeit well written read while on holiday recently. It certainly did not disappoint. I do not believe in giving away the story line when commenting so suffice it to say that it receives my 4 star recommendation.",book
3548,"Definitely entertaining and quick. But I don't like how the author tries to falsely lead you to think things when the truth is already obvious...just gets annoying. Also, the main character is really deplorable and incredible...always kind a downside to a book! It's like a dumbed down version of Gone Girl, which was really masterfully written! But it was a nice, easy read for before bed.",book
2240,"Alternatively attention grabbing, and irritating,  I got the impression that the author, having started the ball rolling, didn't know how to stop it.  Long before the end I could see where the story was headed.  I am aware that this novel has apparently had very good reviews; I found it interesting in some respects, as in the slide into alcoholism, but overall I rate it as just OK.",book
4747,"I very much respect that as it becomes apparent who the culprit is, the author does not continue to throw red herrings at the reader, but rather makes it more and more apparent to the reader, even though it is not apparent to the protagonist. This makes the finale of this book a page-turner.",book
3030,I couldn't put this book down. There are so many twists and turns. You think you have it all figured out and it makes a sudden turn. Then you are convinced you know what has happened and it turns again. It is like being on an exciting roller coaster. One of the best books I've read in a very long time.,book
4606,I doze into this book thinking it was a simple cliche mystery and knowing who did it with who and when and where but it completely kept changing its story and then I couldn't putting it down until I knew......,book
794,"I heard a lot about this book so I thought I'd check it out. It was better than I thought it would be. I did figure out who the killer is pretty much before the end, but I was watching pretty carefully for the clues. I haven't seen the movie yet, but I don't expect it to be as good as the book.",book
2350,"I should have waited for the movie version so that I could not watch the movie.... I am not sure why I finished reading this book. ALL of the characters were unlikeable, actually I found myself hating all the characters... I was hoping that they would all do each other in suicide pact.... If you have some time to kill and low expectations pick another book. This was no Gone Girl...",book
4955,"It seems like people either love or hate this book. I really liked it. I stayed up way too late several nights this week because I couldn't put it down. It reminded me of Gone Girl. There were some parts at the end that felt a little ridiculous, but I never found it boring like some people said.",book
1883,This author keeps the reader engaged. The story jumps back and forth in time and from character to character but not in a confusing way. Informative regarding the behaviors of one alcoholic and one pathological liar.,book
4551,"Twisty turny...quite a ride. I thoroughly enjoyed this book. Trying to say what it is that makes it such a page-turner is impossible for me, but it is definitely a book to put on your list. Such realistic characters in such unrealistic situations, but, at the same time...how the hell did they get there?  I loved it. I recommend it as a great story. A great read.",book
55,"This book made feel goosebumps. Certain parts were written very well that it had me looking behind my shoulder. Good mystery had me guessing pretty much the whole way convincing me along the way that it could of been others. Only negative to me was that some parts felt like fillers pointless and dragging on very few though. I recommend this to any mystery reader, people struggling with alcohol (me), and I personally think those books are awfully written but any fan of fifty shades of grey would enjoy this. Watching the film later.",book
596,"I will be honest the book was amazing. It pulled you in to the lives of everyone in the book. You felt there anger, pain, and confusion. You trusted and you were betrayed. You somehow become part of the book trying to figure out who killed Megan. It kept you captured with sleepless nights. Until the end. Sadly the ending left unsatisfied. It didn't quench my thirst on how the characters were left off. It just left you hanging, hoping for more but sadly nlothing else will come. I wished the author ended it without the cliffhanger, in my opinion. But all in all the book was great but ending sucked. So I am giving it 4 stars instead of 5.",book
1444,"My book club read this book and I have to say that none of us really loved it.  We compared it a bit to Gone Girl, as it was so dark.  The biggest problem for us is that we didn't like any of the characters and so we really didn't care what happened to them.  I...and indeed we (book group)...felt the book was overrated. It has been on the Best Seller list for ages, so perhaps I expected too much.  I wasn't particularly impressed with the writing either.  It just wasn't my cup of tea, I guess.  It held my attention but I had the ending figured out in advance..  It was ok.",book
1133,"I was compelled to keep reading this book. It didn't matter that it was the last weekend of summer vacation and I was camping with my family.  Family fun?  Yeah, let me know how that goes.  I devoured this book in two sittings.  It would have been only one sitting but a girl's gotta sleep sometime.  I. Could. Not. Put. It. Down.  I found myself thinking ""Rachel is such a dysfunctional freak!"" over and over.  And that's the technical term:  dysfunctional freak.  And it is that very dysfunction that kept me enthralled.  It was like watching a train wreck--I could see what was going to happen but I was powerless to stop it nor look away.  Despite being a functional, well-rounded and STABLE individual, I could find parts of myself identifying with bits and pieces of Rachel.  I also identified with Anna and Megan as well.  I found that ability to identify with these characters made me feel uncomfortable, and THAT, ladies and gentlemen, is what made this book so good.  It's been 3 days since I finished the book and several times I've wondered ""what Anna's (or Rachel or Megan) up to"" and felt that sting when realizing ""Oh yeah, those aren't real people. Damn.""  So grab a cup of coffee or put the kettle on, find a comfy place, fire up your Kindle, and be prepared for a wonderful journey with characters that will be with you forever.",book
4954,"This book is definitely a page turner! The suspense keeps you wanting more as the story unfolds. I gave it five stars because each character brings something unique, yet twisted to the story not to mention that the plot is also well written. I will recommend this book to my friends.",book
3590,"The writing is pretty good and the story is moderately interesting.  However, it develops very slowly.  The inciting incident, or at least the reader's awareness of it, does not occur until well into the book, when it turns into a murder mystery.  And then it is all too easy for the reader to figure out who did it, without the characters or the author telling us so.  So the mystery is kind of lame.",book
3084,"Disappointed, after all the hype.  Not believable that the murdered girl should have her own chapter in which she describes her death.  The convention of alternating chapters where each of the three women describe  their lives did not amuse me.  I found it jerky and difficult to pay attention.  I only finished the novel because it was my book club's feature of the month.  Thin story and not of lasting value.  The three men were not likable.",book
1240,"I was torn on whether or not to read this book because I kept reading reviews that said the characters we extremely unlikable and that did not interest me. I finally began reading it because I knew that I wanted to see the movie adaptation.  So very glad that I invested the time on this page-turner!  As an avid mystery and thriller fan, I live for the unique twists these novels project and this particular story did not disappoint.  Even more excited about the film!",book
2918,"I loved this book. A lot of people compare it to Gone Girl, and having read some of it, I think that comparison is off. I enjoyed the writing, the story, and the characters within the novel. For the first 15-20 pages, I had a hard time getting into it, but once I got started I couldn't stop. And I enjoyed the fact that I didn't know who killed the girl in the story until everyone else in the book did. I highly recommend this.",book
4822,Boring and confusing.  I understand the movie is much better.,book
2744,This book could not hold my interest. Don't know if it was the writing or the story . Did not finish the book,book
2160,"I think my high hopes for this book are the reason I wasn't a huge fan. The blurbs and reviews compare The Girl on the Train to Gone Girl and talk about the unreliable narration and surprise ending, so I was really coming up with some wild scenarios in my head. Instead, the ending was predictable and I guessed it easily.It started off fantastic. The reader gets the point of view from three characters: the main character, Rachel; Anna, the woman who stole Rachel's husband; and Megan, the focus of the crime. It was awesome getting different POV and, honestly, the more the book progressed the more I hated everyone.The book was ripe with adultery, lies and alcoholism. The ""unreliable narration"" was certainly dead-on due to Hawkins making me consider everyone as a suspect from either their inner monologue or the way they acted around others, treated others or were thought of by others. I was absorbed in their lives and how everything connected.I was pretty pissed at Rachel throughout, but I also deeply pitied her. She was a horrible alcoholic who stalked her ex-husband and his new family. She--almost creepily--made up a whole life for a couple she watched daily on her train ride (it's one thing to just make up a story; it's another to build on the story and believe the attributes you created are true). She was someone you wouldn't befriend and, if you were friends with her, you'd sever the friendship the first change you had. But, she had reasons for her drinking and actions that I could understand. I still wished she'd found better avenues to deal with her pain but I sympathized with her the more I learned.I went through the same roller coaster of emotions with Anna and Megan. Anna I felt bad for because her husband's ex-wife was constantly coming around, two years after their divorce, but Anna was the cause of their divorce (or at least the final reason for Tom to sign the papers), so I also felt a bit like it was karma. Megan I couldn't figure out, then I was pissed at her, then she reveals something huge and I felt so, so bad for her and couldn't even imagine what I'd have done in her shoes.Hawkins was great at confusing my feelings and keeping me on edge to find out how it would end. Then, the ending came and it was lackluster. Yes, revelations happened and I suppose the very end could have come as a surprise, but the ""who-done-it"" was almost obvious. It could be Hawkins gave a little too much away in hints towards the end; it could be my expectations were set too high; or it could be that the ending was similar to many other books and I was expecting/hoping for something more jaw-dropping and original. Whatever the reason, I wasn't impressed.I still recommend the book--the writing is fantastic and Hawkins created complex characters who were completely flushed out. Just, if you've read Gone Girl, don't expect an ending in any way similar to that. Otherwise, I think you'll enjoy the read.",book
4144,"Written kind of in a strange way, but once you get past that, it's a page-turner. I guessed the ""plot twist"" almost halfway through so it was fun to discover that I was right. Ending was slightly disappointing",book
4872,"It was an interesting read, but I am not a fan of novels narrated by alternating characters and alternating time periods.  Reading it on my Kindle, I have to highlight each chapter title to be able to go back and identify who and when I am dealing with. My book club was split on it between 3 and 5 stars.",book
4132,Very engaging story.  I couldn't put it down.  Every new page presents you with a new idea of what really happened.  I enjoyed the fact that at times you weren't really sure whether the narrator was really reliable or not- it added another whole mysterious level to the tale.,book
4715,"What a train ride, sitting on the edge of your seat.  Great story line, but the beginning of the book is hard to keep track of who is who but stick with it and you will love it.  This was a tough one to figure out who did what to whom but the story grabs hold of you and you just can't put it down.  Buy this one, you won't be sorry.",book
3938,"I must commend the author for writing a character one really doesn't like. The protagonist consistently makes bad decisions and gets drunk, but the reader keeps reading. I don't understand the hype and praise for this book. Though well written with some mystery and suspense, the story wasn't very appealing to me.",book
2703,"I am not much for criminal story's, but this one was very good. It hold me woken through the whole story and it was hard to put it away. The plot is good even though I did find out very soon who the murder was, but  they way the book is written is genius, having the points of view from three persons is brilliant.",book
1777,"This was a mesmerizing read. Each plot twist and development compelled me to read more of the book. The story conjured echoes of Gillian Flynn's ""Gone Girl,"" but they are distinctly different works. Rachel is a confounding narrator, and equally infuriating character. Her personal flaws and repeated misinterpretations of other characters' intentions are key to the novel. If you can't accept Rachel, you probably won't enjoy the story. The chapters told from the other characters' perspectives enriched the storytelling and mystery. An entertaining, escapist read.",book
2004,"Not that big a deal. Story felt like it could have been 10,000 or 20,000 words shorter. Too much of it felt like s t r e t c h i n g.Characters just fumbling around in a deliberately unclear story felt annoying to me.Depressed drunk stumbling around in unclear memories just got irritating.Best part of the story was trying figure out the various possible story lines, possible ways it would play out.The ending is one of the endings that will occur to you.-To be honest it's a mystery to me why this book is so popular.",book
4203,"It's an interesting read, but the characters are all pretty unlikeable. Very similar to Gone Girl, but without any of the ""holy sh*t!"" moments. If you liked Gone Girl, skip it. If you didn't like Gone Girl, skip it.",book
4933,"Slow start but very easy to put yourself in the character's world. The storyline is narrated through three different women, but it all comes together nicely. Must keep going....the end is worth it.",book
1580,read this over a  year ago...not sure if first person or not.  But a good read.,book
1012,"The Girl on the Train is entertaining but if you know an alcoholic it is almost theraputic.  I do, I was married to one, and it was as if my ex was the subject of the story.  The author characterizes the excuses, the shift of accountability, the self absorbed personality perfectly and makes what to some may be an unlikely story very real to those who have lived with one.  There are some plot twists and other than the alcoholic implications the theme is that nothing is really as it seems.  I avoided this book for months, seeing it in the best seller list, but finally decided to give it a shot.  I enjoyed it.",book
63,"I really enjoyed the way the tale is told from the perspective of the three women. It held my attention while tempting me, consistently, to ponder the next turn and unfold the connections and clues that take the reader round the next corner of the story. After finishing the book I rented the movie and found it to be an awful interpretation.",book
